name,formula,elements,density,color,crystal
Sassite,Ti3+2Ti4+O5,"{""Ti"": 3.0, ""O"": 5.0}",223.596,#FFFFFF,orthorhombic
Sassolite,B(OH)3,"{""B"": 1.0, ""O"": 3.0, ""H"": 3.0}",61.831,#FFFFFF,triclinic
Satimolite,KNa2(Al5Mg2)[B12O18(OH)12](OH)6Cl4·4H2O,"{""K"": 1.0, ""Na"": 2.0, ""Al"": 5.0, ""Mg"": 2.0, ""B"": 12.0, ""O"": 40.0, ""H"": 26.0, ""Cl"": 4.0}",1206.286,#FFFFFF,orthorhombic
Savelievaite,Mg2Cr3+O2(BO3),"{""Mg"": 2.0, ""Cr"": 1.0, ""O"": 5.0, ""B"": 1.0}",191.411,#FFFFFF,orthorhombic
Sayrite,Pb2(UO2)5O6(OH)2·4H2O,"{""Pb"": 2.0, ""U"": 5.0, ""O"": 22.0, ""H"": 10.0}",1966.608,#FFFFFF,monoclinic
Sazhinite-(Ce),Na3CeSi6O15·2H2O,"{""Na"": 3.0, ""Ce"": 1.0, ""Si"": 6.0, ""O"": 17.0, ""H"": 4.0}",653.615,#FFFFFF,orthorhombic
Sazhinite-(La),Na3LaSi6O15·2H2O,"{""Na"": 3.0, ""La"": 1.0, ""Si"": 6.0, ""O"": 17.0, ""H"": 4.0}",652.405,#FFFFFF,orthorhombic
Sazykinaite-(Y),Na5YZrSi6O18·6H2O,"{""Na"": 5.0, ""Y"": 1.0, ""Zr"": 1.0, ""Si"": 6.0, ""O"": 24.0, ""H"": 12.0}",859.662,#FFFFFF,hexagonal
Sbacchiite,Ca2AlF7,"{""Ca"": 2.0, ""Al"": 1.0, ""F"": 7.0}",240.124,#FFFFFF,orthorhombic
Sborgite,NaB5O6(OH)4·3H2O,"{""Na"": 1.0, ""B"": 5.0, ""O"": 13.0, ""H"": 10.0}",295.107,#FFFFFF,monoclinic
Scainiite,Pb14Sb30S54O5,"{""Pb"": 14.0, ""Sb"": 30.0, ""S"": 54.0, ""O"": 5.0}",8364.835,#FFFFFF,monoclinic
Scandio-fluoro-eckermannite,NaNa2(Mg4Sc)(Si8O22)F2,"{""Na"": 3.0, ""Mg"": 4.0, ""Sc"": 1.0, ""Si"": 8.0, ""O"": 22.0, ""F"": 2.0}",825.8,#FFFFFF,monoclinic
Scarbroite,Al5(CO3)(OH)13·5H2O,"{""Al"": 5.0, ""C"": 1.0, ""O"": 21.0, ""H"": 23.0}",506.084,#FFFFFF,triclinic
Scawtite,Ca7(Si3O9)2(CO3)·2H2O,"{""Ca"": 7.0, ""Si"": 6.0, ""O"": 23.0, ""C"": 1.0, ""H"": 4.0}",833.076,#FFFFFF,monoclinic
Scenicite,[(UO2)(H2O)2(SO4)]2·3H2O,"{""U"": 2.0, ""O"": 19.0, ""H"": 14.0, ""S"": 2.0}",858.273,#FFFFFF,orthorhombic
Schafarzikite,Fe2+(Sb3+)2O4,"{""Fe"": 1.0, ""Sb"": 2.0, ""O"": 4.0}",363.361,#8B4513,tetragonal
Schaferite,(NaCa2)Mg2(VO4)3,"{""Na"": 1.0, ""Ca"": 2.0, ""Mg"": 2.0, ""V"": 3.0, ""O"": 12.0}",496.57,#FFFFFF,cubic
Schairerite,Na21(SO4)7ClF6,"{""Na"": 21.0, ""S"": 7.0, ""O"": 28.0, ""Cl"": 1.0, ""F"": 6.0}",1304.62,#FFFFFF,hexagonal
Schaurteite,Ca3Ge(SO4)2(OH)6·3H2O,"{""Ca"": 3.0, ""Ge"": 1.0, ""S"": 2.0, ""O"": 17.0, ""H"": 12.0}",541.063,#FFFFFF,hexagonal
Scheelite,Ca(WO4),"{""Ca"": 1.0, ""W"": 1.0, ""O"": 4.0}",287.914,#FFFFFF,tetragonal
Schertelite,(NH4)2Mg(PO3OH)2·4H2O,"{""N"": 2.0, ""H"": 18.0, ""Mg"": 1.0, ""P"": 2.0, ""O"": 12.0}",324.399,#FFFFFF,orthorhombic
Schiavinatoite,Nb(BO4),"{""Nb"": 1.0, ""B"": 1.0, ""O"": 4.0}",167.712,#FFFFFF,tetragonal
Schieffelinite,Pb10Te6+6O20(OH)14(SO4)(H2O)5,"{""Pb"": 10.0, ""Te"": 6.0, ""O"": 43.0, ""H"": 24.0, ""S"": 1.0}",3581.809,#FFFFFF,orthorhombic
Schindlerite,{(NH4)4Na2(H2O)10}{V10O28},"{""N"": 4.0, ""H"": 36.0, ""Na"": 2.0, ""O"": 38.0, ""V"": 10.0}",1255.678,#FFFFFF,triclinic
Schlegelite,Bi7O4(MoO4)2(AsO4)3,"{""Bi"": 7.0, ""O"": 24.0, ""Mo"": 2.0, ""As"": 3.0}",2263.502,#FFFFFF,orthorhombic
Schlossmacherite,(H3O)Al3(SO4)2(OH)6,"{""H"": 9.0, ""O"": 15.0, ""Al"": 3.0, ""S"": 2.0}",394.123,#FFFFFF,
Schmiederite,Cu2Pb2(Se4+O3)(Se6+O4)(OH)4,"{""Cu"": 2.0, ""Pb"": 2.0, ""Se"": 2.0, ""O"": 11.0, ""H"": 4.0}",879.455,#FFFFFF,monoclinic
Schmitterite,(UO2)(Te4+O3),"{""U"": 1.0, ""O"": 5.0, ""Te"": 1.0}",445.625,#ADFF2F,orthorhombic
Schneebergite,BiCo2(AsO4)2(OH)·H2O,"{""Bi"": 1.0, ""Co"": 2.0, ""As"": 2.0, ""O"": 10.0, ""H"": 3.0}",639.704,#FFFFFF,monoclinic
Schneiderhohnite,Fe2+Fe3+3As3+5O13,"{""Fe"": 4.0, ""As"": 5.0, ""O"": 13.0}",805.977,#8B4513,triclinic
Schoderite,Al2(PO4)(VO4)·8H2O,"{""Al"": 2.0, ""P"": 1.0, ""O"": 16.0, ""V"": 1.0, ""H"": 16.0}",407.992,#FFFFFF,monoclinic
Schoepite,(UO2)4O(OH)6(H2O)6,"{""U"": 4.0, ""O"": 21.0, ""H"": 18.0}",1306.243,#ADFF2F,orthorhombic
Schorl,NaFe2+3Al6(Si6O18)(BO3)3(OH)3(OH),"{""Na"": 1.0, ""Fe"": 3.0, ""Al"": 6.0, ""Si"": 6.0, ""O"": 31.0, ""B"": 3.0, ""H"": 4.0}",1053.358,#556B2F,hexagonal
Schorlomite,Ca3Ti2(SiFe3+2)O12,"{""Ca"": 3.0, ""Ti"": 2.0, ""Si"": 1.0, ""Fe"": 2.0, ""O"": 12.0}",547.731,#556B2F,cubic
Schreyerite,V3+2Ti4+3O9,"{""V"": 2.0, ""Ti"": 3.0, ""O"": 9.0}",389.476,#FFFFFF,monoclinic
Schrockingerite,NaCa3(UO2)(SO4)(CO3)3F·10H2O,"{""Na"": 1.0, ""Ca"": 3.0, ""U"": 1.0, ""O"": 25.0, ""S"": 1.0, ""C"": 3.0, ""F"": 1.0, ""H"": 20.0}",888.48,#FFFFFF,triclinic
Schubnelite,Fe3+(V5+O4)·H2O,"{""Fe"": 1.0, ""V"": 1.0, ""O"": 5.0, ""H"": 2.0}",188.798,#556B2F,triclinic
Schuetteite,Hg3O2(SO4),"{""Hg"": 3.0, ""O"": 6.0, ""S"": 1.0}",729.824,#FFFF00,hexagonal
Schullerite,Ba2Ti2Na2Mg2(Si2O7)2O2F2,"{""Ba"": 2.0, ""Ti"": 2.0, ""Na"": 2.0, ""Mg"": 2.0, ""Si"": 4.0, ""O"": 16.0, ""F"": 2.0}",871.304,#FFFFFF,triclinic
Schultenite,Pb(AsO3OH),"{""Pb"": 1.0, ""As"": 1.0, ""O"": 4.0, ""H"": 1.0}",347.126,#FFFFFF,monoclinic
Schumacherite,Bi3O(VO4)2(OH),"{""Bi"": 3.0, ""O"": 10.0, ""V"": 2.0, ""H"": 1.0}",889.822,#FFFFFF,triclinic
Schwartzembergite,Pb2+5H2I3+O6Cl3,"{""Pb"": 5.0, ""H"": 2.0, ""I"": 1.0, ""O"": 6.0, ""Cl"": 3.0}",1367.26,#FFFFFF,tetragonal
Scolecite,Ca(Si3Al2)O10·3H2O,"{""Ca"": 1.0, ""Si"": 3.0, ""Al"": 2.0, ""O"": 13.0, ""H"": 6.0}",392.332,#FFFFFF,monoclinic
Scorodite,Fe3+(AsO4)·2H2O,"{""Fe"": 1.0, ""As"": 1.0, ""O"": 6.0, ""H"": 4.0}",230.793,#556B2F,orthorhombic
Scorzalite,Fe2+Al2(PO4)2(OH)2,"{""Fe"": 1.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 10.0, ""H"": 2.0}",333.763,#556B2F,monoclinic
Scotlandite,Pb(S4+O3),"{""Pb"": 1.0, ""S"": 1.0, ""O"": 3.0}",287.257,#FFFF00,monoclinic
Scottyite,BaCu2Si2O7,"{""Ba"": 1.0, ""Cu"": 2.0, ""Si"": 2.0, ""O"": 7.0}",432.585,#FFFFFF,orthorhombic
Scrutinyite,PbO2,"{""Pb"": 1.0, ""O"": 2.0}",239.198,#FFFFFF,orthorhombic
Seaborgite,LiK2Na6(UO2)(SO4)5(SO3OH)(H2O),"{""Li"": 1.0, ""K"": 2.0, ""Na"": 6.0, ""U"": 1.0, ""O"": 27.0, ""S"": 6.0, ""H"": 3.0}",1088.463,#FFFFFF,triclinic
Searlesite,NaBSi2O5(OH)2,"{""Na"": 1.0, ""B"": 1.0, ""Si"": 2.0, ""O"": 7.0, ""H"": 2.0}",203.979,#FFFFFF,monoclinic
Sederholmite,NiSe,"{""Ni"": 1.0, ""Se"": 1.0}",137.664,#7FFF00,hexagonal
Sedovite,U4+(MoO4)2,"{""U"": 1.0, ""Mo"": 2.0, ""O"": 8.0}",557.922,#ADFF2F,orthorhombic
Seeligerite,Pb3(IO4)Cl3,"{""Pb"": 3.0, ""I"": 1.0, ""O"": 4.0, ""Cl"": 3.0}",918.846,#FFFFFF,orthorhombic
Segelerite,CaMgFe3+(PO4)2(OH)·4H2O,"{""Ca"": 1.0, ""Mg"": 1.0, ""Fe"": 1.0, ""P"": 2.0, ""O"": 13.0, ""H"": 9.0}",399.235,#556B2F,orthorhombic
Segerstromite,Ca3(As5+O4)2[As3+(OH)3]2,"{""Ca"": 3.0, ""As"": 4.0, ""O"": 14.0, ""H"": 6.0}",649.956,#FFFFFF,cubic
Segnitite,PbFe3+3(AsO4)(AsO3OH)(OH)6,"{""Pb"": 1.0, ""Fe"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 7.0}",755.621,#556B2F,
Seifertite,SiO2,"{""Si"": 1.0, ""O"": 2.0}",60.083,#FFFFFF,orthorhombic
Seinajokite,FeSb2,"{""Fe"": 1.0, ""Sb"": 2.0}",299.365,#8B4513,orthorhombic
Sejkoraite-(Y),Y2[(UO2)8O6(SO4)4(OH)2]·26H2O,"{""Y"": 2.0, ""U"": 8.0, ""O"": 66.0, ""S"": 4.0, ""H"": 54.0}",3320.658,#FFFFFF,triclinic
Sekaninaite,Fe2+2Al4Si5O18,"{""Fe"": 2.0, ""Al"": 4.0, ""Si"": 5.0, ""O"": 18.0}",648.025,#556B2F,orthorhombic
Selenium,Se,"{""Se"": 1.0}",78.971,#FFFFFF,monoclinic
Selenodantopaite,Ag5Bi13Se22,"{""Ag"": 5.0, ""Bi"": 13.0, ""Se"": 22.0}",4993.452,#C0C0C0,monoclinic
Selenojalpaite,Ag3CuSe2,"{""Ag"": 3.0, ""Cu"": 1.0, ""Se"": 2.0}",545.098,#00BFFF,tetragonal
Selenojunoite,Cu2Pb3Bi8Se16,"{""Cu"": 2.0, ""Pb"": 3.0, ""Bi"": 8.0, ""Se"": 16.0}",3684.068,#FFFFFF,monoclinic
Selenolaurite,RuSe2,"{""Ru"": 1.0, ""Se"": 2.0}",259.012,#FFFFFF,cubic
Selenostephanite,Ag5SbSe4,"{""Ag"": 5.0, ""Sb"": 1.0, ""Se"": 4.0}",976.994,#C0C0C0,orthorhombic
Seligmannite,CuPbAsS3,"{""Cu"": 1.0, ""Pb"": 1.0, ""As"": 1.0, ""S"": 3.0}",441.848,#708090,orthorhombic
Sellaite,MgF2,"{""Mg"": 1.0, ""F"": 2.0}",62.301,#FFFFFF,tetragonal
Selwynite,NaKBeZr2(PO4)4·2H2O,"{""Na"": 1.0, ""K"": 1.0, ""Be"": 1.0, ""Zr"": 2.0, ""P"": 4.0, ""O"": 18.0, ""H"": 4.0}",669.4582,#FFFFFF,tetragonal
Semseyite,Pb9Sb8S21,"{""Pb"": 9.0, ""Sb"": 8.0, ""S"": 21.0}",3512.14,#708090,monoclinic
Senandorite,AgPbSb3S6,"{""Ag"": 1.0, ""Pb"": 1.0, ""Sb"": 3.0, ""S"": 6.0}",872.71,#708090,orthorhombic
Senarmontite,Sb2O3,"{""Sb"": 2.0, ""O"": 3.0}",291.517,#A9A9A9,cubic
Senegalite,Al2(PO4)(OH)3·H2O,"{""Al"": 2.0, ""P"": 1.0, ""O"": 8.0, ""H"": 5.0}",217.97,#FFFFFF,orthorhombic
Sengierite,Cu2(UO2)2(VO4)2(OH)2·6H2O,"{""Cu"": 2.0, ""U"": 2.0, ""O"": 20.0, ""V"": 2.0, ""H"": 14.0}",1039.128,#FFFFFF,monoclinic
Senkevichite,CsNaKCa2TiOSi7O18(OH),"{""Cs"": 1.0, ""Na"": 1.0, ""K"": 1.0, ""Ca"": 2.0, ""Ti"": 1.0, ""O"": 20.0, ""Si"": 7.0, ""H"": 1.0}",840.604,#FFFFFF,triclinic
Sepiolite,Mg4Si6O15(OH)2·6H2O,"{""Mg"": 4.0, ""Si"": 6.0, ""O"": 23.0, ""H"": 14.0}",647.819,#FFFFFF,orthorhombic
Serendibite,Ca4[Mg6Al6]O4[Si6B3Al3O36],"{""Ca"": 4.0, ""Mg"": 6.0, ""Al"": 9.0, ""O"": 40.0, ""Si"": 6.0, ""B"": 3.0}",1389.88,#FFFFFF,triclinic
Sergeevite,Ca2Mg11(CO3)9(HCO3)4(OH)4·6H2O,"{""Ca"": 2.0, ""Mg"": 11.0, ""C"": 13.0, ""O"": 49.0, ""H"": 20.0}",1307.765,#FFFFFF,hexagonal
Sewardite,CaFe3+2(AsO4)2(OH)2,"{""Ca"": 1.0, ""Fe"": 2.0, ""As"": 2.0, ""O"": 10.0, ""H"": 2.0}",463.618,#556B2F,orthorhombic
Shabaite-(Nd),CaNd2(UO2)(CO3)4(OH)2·6H2O,"{""Ca"": 1.0, ""Nd"": 2.0, ""U"": 1.0, ""O"": 22.0, ""C"": 4.0, ""H"": 14.0}",980.722,#FFFFFF,monoclinic
Shabynite,Mg5(BO3)(OH)5Cl2·4H2O,"{""Mg"": 5.0, ""B"": 1.0, ""O"": 12.0, ""H"": 13.0, ""Cl"": 2.0}",408.327,#FFFFFF,
Shagamite,KFe11O17,"{""K"": 1.0, ""Fe"": 11.0, ""O"": 17.0}",925.376,#8B4513,hexagonal
Shakhdaraite-(Y),ScYNb2O8,"{""Sc"": 1.0, ""Y"": 1.0, ""Nb"": 2.0, ""O"": 8.0}",447.666,#FFFFFF,monoclinic
Shakhovite,Hg1+4Sb5+O3(OH)3,"{""Hg"": 4.0, ""Sb"": 1.0, ""O"": 6.0, ""H"": 3.0}",1023.138,#FFFFFF,monoclinic
Shandite,Ni3Pb2S2,"{""Ni"": 3.0, ""Pb"": 2.0, ""S"": 2.0}",654.599,#708090,hexagonal
Shannonite,Pb2O(CO3),"{""Pb"": 2.0, ""O"": 4.0, ""C"": 1.0}",490.407,#FFFFFF,orthorhombic
Sharpite,Ca(UO2)3(CO3)4·3H2O,"{""Ca"": 1.0, ""U"": 3.0, ""O"": 21.0, ""C"": 4.0, ""H"": 6.0}",1144.239,#FFFFFF,orthorhombic
Sharyginite,Ca3TiFe2O8,"{""Ca"": 3.0, ""Ti"": 1.0, ""Fe"": 2.0, ""O"": 8.0}",407.783,#556B2F,orthorhombic
Shasuite,CaNi3(P2O7)2,"{""Ca"": 1.0, ""Ni"": 3.0, ""P"": 4.0, ""O"": 14.0}",564.039,#FFFFFF,monoclinic
Shattuckite,Cu5(SiO3)4(OH)2,"{""Cu"": 5.0, ""Si"": 4.0, ""O"": 14.0, ""H"": 2.0}",656.072,#FFFFFF,orthorhombic
Shcherbakovite,K2NaTi2O(OH)Si4O12,"{""K"": 2.0, ""Na"": 1.0, ""Ti"": 2.0, ""O"": 14.0, ""H"": 1.0, ""Si"": 4.0}",534.254,#FFFFFF,orthorhombic
Shcherbinaite,V2O5,"{""V"": 2.0, ""O"": 5.0}",181.879,#FFFFFF,orthorhombic
Shchurovskyite,K2CaCu6O2(AsO4)4,"{""K"": 2.0, ""Ca"": 1.0, ""Cu"": 6.0, ""O"": 18.0, ""As"": 4.0}",1087.22,#FFFFFF,monoclinic
Sheldrickite,NaCa3(CO3)2F3·H2O,"{""Na"": 1.0, ""Ca"": 3.0, ""C"": 2.0, ""O"": 7.0, ""F"": 3.0, ""H"": 2.0}",338.249,#FFFFFF,hexagonal
Shenganfuite,PbTe4+3O5(OH)Cl3(H2O),"{""Pb"": 1.0, ""Te"": 3.0, ""O"": 7.0, ""H"": 3.0, ""Cl"": 3.0}",811.367,#FFFFFF,triclinic
Shenzhuangite,NiFeS2,"{""Ni"": 1.0, ""Fe"": 1.0, ""S"": 2.0}",178.658,#DAA520,tetragonal
Shijiangshanite,Pb3CaAl(Si5O14)(OH)3·3H2O,"{""Pb"": 3.0, ""Ca"": 1.0, ""Al"": 1.0, ""Si"": 5.0, ""O"": 20.0, ""H"": 9.0}",1158.137,#FFFFFF,hexagonal
Shilovite,Cu(NH3)4(NO3)2,"{""Cu"": 1.0, ""N"": 6.0, ""H"": 12.0, ""O"": 6.0}",255.678,#FFFFFF,orthorhombic
Shimazakiite,Ca2B2O5,"{""Ca"": 2.0, ""B"": 2.0, ""O"": 5.0}",181.771,#FFFFFF,orthorhombic
Shinarumpite,[Co(H2O)6][(UO2)(SO4)2(H2O)]·4H2O,"{""Co"": 1.0, ""H"": 22.0, ""O"": 21.0, ""U"": 1.0, ""S"": 2.0}",719.238,#FFFFFF,monoclinic
Shinichengite,Ca5[BSi2O7(OH)2]2·6H2O,"{""Ca"": 5.0, ""B"": 2.0, ""Si"": 4.0, ""O"": 24.0, ""H"": 16.0}",734.454,#FFFFFF,triclinic
Shiranuiite,Cu1+(Rh3+Rh4+)S4,"{""Cu"": 1.0, ""Rh"": 2.0, ""S"": 4.0}",397.606,#A9A9A9,cubic
Shirokshinite,K(Mg2Na)Si4O10F2,"{""K"": 1.0, ""Mg"": 2.0, ""Na"": 1.0, ""Si"": 4.0, ""O"": 10.0, ""F"": 2.0}",421.024,#FFFFFF,monoclinic
Shkatulkalite,Na2Nb2Na3Ti(Si2O7)2O2(FO)(H2O)4(H2O)3,"{""Na"": 5.0, ""Nb"": 2.0, ""Ti"": 1.0, ""Si"": 4.0, ""O"": 24.0, ""F"": 1.0, ""H"": 14.0}",878.055,#FFFFFF,monoclinic
Shlykovite,KCa[Si4O9(OH)]·3H2O,"{""K"": 1.0, ""Ca"": 1.0, ""Si"": 4.0, ""O"": 13.0, ""H"": 7.0}",406.559,#FFFFFF,monoclinic
Shojiite,Na(NaMg)Mg5Si8O22(OH)2,"{""Na"": 2.0, ""Mg"": 6.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",802.482,#FFFFFF,monoclinic
Shomiokite-(Y),Na3Y(CO3)3·3H2O,"{""Na"": 3.0, ""Y"": 1.0, ""C"": 3.0, ""O"": 12.0, ""H"": 6.0}",391.945,#FFFFFF,orthorhombic
Shortite,Na2Ca2(CO3)3,"{""Na"": 2.0, ""Ca"": 2.0, ""C"": 3.0, ""O"": 9.0}",306.16,#FFFFFF,orthorhombic
Shuangfengite,IrTe2,"{""Ir"": 1.0, ""Te"": 2.0}",447.42,#FFFFFF,hexagonal
Shubnikovite,Ca2Cu8(AsO4)6Cl(OH)·7H2O (?),"{""Ca"": 2.0, ""Cu"": 8.0, ""As"": 6.0, ""O"": 32.0, ""Cl"": 1.0, ""H"": 15.0}",1600.594,#FFFFFF,
Shuiskite-(Cr),Ca2CrCr2[SiO4][Si2O6(OH)](OH)2O,"{""Ca"": 2.0, ""Cr"": 3.0, ""Si"": 3.0, ""O"": 14.0, ""H"": 3.0}",547.409,#FFFFFF,monoclinic
Shuiskite-(Mg),Ca2MgCr2(Si2O7)(SiO4)(OH)2·H2O,"{""Ca"": 2.0, ""Mg"": 1.0, ""Cr"": 2.0, ""Si"": 3.0, ""O"": 14.0, ""H"": 4.0}",520.726,#FFFFFF,monoclinic
Shulamitite,Ca3TiFe3+AlO8,"{""Ca"": 3.0, ""Ti"": 1.0, ""Fe"": 1.0, ""Al"": 1.0, ""O"": 8.0}",378.92,#556B2F,orthorhombic
Shumwayite,[(UO2)(SO4)(H2O)2]2·H2O,"{""U"": 2.0, ""O"": 17.0, ""S"": 2.0, ""H"": 10.0}",822.243,#FFFFFF,monoclinic
Shuvalovite,K2(Ca2Na)(SO4)3F,"{""K"": 2.0, ""Ca"": 2.0, ""Na"": 1.0, ""S"": 3.0, ""O"": 12.0, ""F"": 1.0}",488.508,#FFFFFF,orthorhombic
Sibirskite,CaH(BO3),"{""Ca"": 1.0, ""H"": 1.0, ""B"": 1.0, ""O"": 3.0}",99.893,#FFFFFF,monoclinic
Siderite,Fe(CO3),"{""Fe"": 1.0, ""C"": 1.0, ""O"": 3.0}",115.853,#8B4513,hexagonal
Sideronatrite,Na2Fe3+(SO4)2(OH)·3H2O,"{""Na"": 2.0, ""Fe"": 1.0, ""S"": 2.0, ""O"": 12.0, ""H"": 7.0}",364.989,#556B2F,orthorhombic
Siderophyllite,KFe2+2Al(Si2Al2)O10(OH)2,"{""K"": 1.0, ""Fe"": 2.0, ""Al"": 3.0, ""Si"": 2.0, ""O"": 12.0, ""H"": 2.0}",481.908,#556B2F,hexagonal
Siderotil,Fe(SO4)·5H2O,"{""Fe"": 1.0, ""S"": 1.0, ""O"": 9.0, ""H"": 10.0}",241.976,#556B2F,triclinic
Sidorovite,PtFe3,"{""Pt"": 1.0, ""Fe"": 3.0}",362.615,#8B4513,cubic
Sidpietersite,Pb2+4(S2O3)O2(OH)2,"{""Pb"": 4.0, ""S"": 2.0, ""O"": 7.0, ""H"": 2.0}",1006.929,#FFFFFF,triclinic
Sidwillite,MoO3·2H2O,"{""Mo"": 1.0, ""O"": 5.0, ""H"": 4.0}",179.977,#FFFFFF,monoclinic
Siegenite,CoNi2S4,"{""Co"": 1.0, ""Ni"": 2.0, ""S"": 4.0}",304.559,#A9A9A9,cubic
Sieleckiite,Cu3Al4(PO4)2(OH)12·2H2O,"{""Cu"": 3.0, ""Al"": 4.0, ""P"": 2.0, ""O"": 22.0, ""H"": 16.0}",728.62,#FFFFFF,triclinic
Sigismundite,BaFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""Ba"": 1.0, ""Fe"": 14.0, ""Ca"": 1.0, ""Na"": 2.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2206.862,#556B2F,monoclinic
Sigloite,Fe3+Al2(PO4)2(OH)3·7H2O,"{""Fe"": 1.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 18.0, ""H"": 17.0}",476.875,#556B2F,triclinic
Siidraite,Pb2Cu(OH)2I3,"{""Pb"": 2.0, ""Cu"": 1.0, ""O"": 2.0, ""H"": 2.0, ""I"": 3.0}",892.66,#FFFFFF,orthorhombic
Silhydrite,Si3O6·H2O,"{""Si"": 3.0, ""O"": 7.0, ""H"": 2.0}",198.264,#FFFFFF,orthorhombic
Silicocarnotite,Ca5[(PO4)(SiO4)](PO4),"{""Ca"": 5.0, ""P"": 2.0, ""O"": 12.0, ""Si"": 1.0}",482.411,#FFFFFF,orthorhombic
Silicon,Si,"{""Si"": 1.0}",28.085,#FFFFFF,orthorhombic
Silinaite,NaLiSi2O5·2H2O,"{""Na"": 1.0, ""Li"": 1.0, ""Si"": 2.0, ""O"": 7.0, ""H"": 4.0}",202.125,#FFFFFF,monoclinic
Sillenite,Bi12SiO20,"{""Bi"": 12.0, ""Si"": 1.0, ""O"": 20.0}",2855.825,#D2B48C,cubic
Sillimanite,Al2SiO5,"{""Al"": 2.0, ""Si"": 1.0, ""O"": 5.0}",162.044,#FFFFFF,orthorhombic
Silver,Ag,"{""Ag"": 1.0}",107.87,#C0C0C0,hexagonal
Silvialite,Ca4Al6Si6O24(SO4),"{""Ca"": 4.0, ""Al"": 6.0, ""Si"": 6.0, ""O"": 28.0, ""S"": 1.0}",970.746,#FFFFFF,tetragonal
Simferite,LiMg(PO4),"{""Li"": 1.0, ""Mg"": 1.0, ""P"": 1.0, ""O"": 4.0}",126.215,#FFFFFF,orthorhombic
Simmonsite,Na2LiAlF6,"{""Na"": 2.0, ""Li"": 1.0, ""Al"": 1.0, ""F"": 6.0}",193.89,#FFFFFF,monoclinic
Simonellite,C19H24,"{""C"": 19.0, ""H"": 24.0}",252.401,#FFFFFF,orthorhombic
Simonite,TlHgAs3S6,"{""Tl"": 1.0, ""Hg"": 1.0, ""As"": 3.0, ""S"": 6.0}",822.096,#FFD700,monoclinic
Simplotite,CaV4+4O9·5H2O,"{""Ca"": 1.0, ""V"": 4.0, ""O"": 14.0, ""H"": 10.0}",477.912,#FFFFFF,monoclinic
Simpsonite,Al4Ta3O13(OH),"{""Al"": 4.0, ""Ta"": 3.0, ""O"": 14.0, ""H"": 1.0}",875.772,#FFFFFF,hexagonal
Sincosite,Ca(VO)2(PO4)2·4H2O,"{""Ca"": 1.0, ""V"": 2.0, ""O"": 14.0, ""P"": 2.0, ""H"": 8.0}",435.96,#FFFFFF,triclinic
Sinhalite,MgAl(BO4),"{""Mg"": 1.0, ""Al"": 1.0, ""B"": 1.0, ""O"": 4.0}",126.093,#FFFFFF,orthorhombic
Sinjarite,CaCl2·2H2O,"{""Ca"": 1.0, ""Cl"": 2.0, ""H"": 4.0, ""O"": 2.0}",147.008,#FFFFFF,orthorhombic
Sinnerite,Cu6As4S9,"{""Cu"": 6.0, ""As"": 4.0, ""S"": 9.0}",969.504,#FFD700,triclinic
Sinoite,Si2N2O,"{""Si"": 2.0, ""N"": 2.0, ""O"": 1.0}",100.183,#FFFFFF,orthorhombic
Sitinakite,KNa2Ti4Si2O13(OH)·4H2O,"{""K"": 1.0, ""Na"": 2.0, ""Ti"": 4.0, ""Si"": 2.0, ""O"": 18.0, ""H"": 9.0}",629.77,#FFFFFF,tetragonal
Siwaqaite,Ca6Al2(CrO4)3(OH)12·26H2O,"{""Ca"": 6.0, ""Al"": 2.0, ""Cr"": 3.0, ""O"": 50.0, ""H"": 64.0}",1314.882,#FFFFFF,hexagonal
Skachaite,CaCo(CO3)2,"{""Ca"": 1.0, ""Co"": 1.0, ""C"": 2.0, ""O"": 6.0}",219.027,#FFFFFF,hexagonal
Skaergaardite,PdCu,"{""Pd"": 1.0, ""Cu"": 1.0}",169.966,#00BFFF,cubic
Skinnerite,Cu3SbS3,"{""Cu"": 3.0, ""Sb"": 1.0, ""S"": 3.0}",408.578,#A9A9A9,monoclinic
Skippenite,Bi2Se2Te,"{""Bi"": 2.0, ""Se"": 2.0, ""Te"": 1.0}",703.502,#D2B48C,hexagonal
Sklodowskite,Mg(UO2)2(SiO3OH)2·6H2O,"{""Mg"": 1.0, ""U"": 2.0, ""O"": 18.0, ""Si"": 2.0, ""H"": 14.0}",858.629,#FFFFFF,monoclinic
Skutterudite,CoAs3,"{""Co"": 1.0, ""As"": 3.0}",283.699,#4169E1,cubic
Slavikite,(H3O)3Mg6Fe15(SO4)21(OH)18·98H2O,"{""H"": 223.0, ""O"": 203.0, ""Mg"": 6.0, ""Fe"": 15.0, ""S"": 21.0}",5129.346,#556B2F,hexagonal
Slavkovite,Cu13(AsO4)6(AsO3OH)4·23H2O,"{""Cu"": 13.0, ""As"": 10.0, ""O"": 63.0, ""H"": 50.0}",2633.655,#FFFFFF,triclinic
