name,formula,elements,density,color,crystal
Amesite,Mg2Al(AlSiO5)(OH)4,"{""Mg"": 2.0, ""Al"": 2.0, ""Si"": 1.0, ""O"": 9.0, ""H"": 4.0}",278.682,#FFFFFF,hexagonal
Amgaite,Tl3+2Te6+O6,"{""Tl"": 2.0, ""Te"": 1.0, ""O"": 6.0}",632.354,#FFFFFF,hexagonal
Amicite,K2Na2(Al4Si4O16)·5H2O,"{""K"": 2.0, ""Na"": 2.0, ""Al"": 4.0, ""Si"": 4.0, ""O"": 21.0, ""H"": 10.0}",690.503,#FFFFFF,monoclinic
Aminoffite,Ca3(BeOH)2Si3O10,"{""Ca"": 3.0, ""Be"": 2.0, ""O"": 12.0, ""H"": 2.0, ""Si"": 3.0}",416.5174,#FFFFFF,tetragonal
Ammineite,CuCl2·2NH3,"{""Cu"": 1.0, ""Cl"": 2.0, ""N"": 2.0, ""H"": 6.0}",168.508,#FFFFFF,orthorhombic
Ammonioalunite,(NH4)Al3(SO4)2(OH)6,"{""N"": 1.0, ""H"": 10.0, ""Al"": 3.0, ""S"": 2.0, ""O"": 14.0}",393.139,#FFFFFF,hexagonal
Ammonioborite,(NH4)3B15O20(OH)8·4H2O,"{""N"": 3.0, ""H"": 28.0, ""B"": 15.0, ""O"": 32.0}",744.363,#FFFFFF,monoclinic
Ammoniojarosite,(NH4)Fe3+3(SO4)2(OH)6,"{""N"": 1.0, ""H"": 10.0, ""Fe"": 3.0, ""S"": 2.0, ""O"": 14.0}",479.728,#556B2F,hexagonal
Ammoniolasalite,[(NH4)2Mg2(H2O)20]·[V10O28],"{""N"": 2.0, ""H"": 48.0, ""Mg"": 2.0, ""O"": 48.0, ""V"": 10.0}",1402.38,#FFFFFF,monoclinic
Ammonioleucite,(NH4)(AlSi2O6),"{""N"": 1.0, ""H"": 4.0, ""Al"": 1.0, ""Si"": 2.0, ""O"": 6.0}",197.185,#FFFFFF,tetragonal
Ammoniomagnesiovoltaite,(NH4)2Mg5Fe3+3Al(SO4)12·18H2O,"{""N"": 2.0, ""H"": 44.0, ""Mg"": 5.0, ""Fe"": 3.0, ""Al"": 1.0, ""S"": 12.0, ""O"": 66.0}",1829.062,#556B2F,cubic
Ammoniomathesiusite,(NH4)5(UO2)4(SO4)4(VO5)·4H2O,"{""N"": 5.0, ""H"": 28.0, ""U"": 4.0, ""O"": 33.0, ""S"": 4.0, ""V"": 1.0}",1757.528,#FFFFFF,tetragonal
Ammoniotinsleyite,(NH4)Al2(PO4)2(OH)·2H2O,"{""N"": 1.0, ""H"": 9.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 11.0}",314.98,#FFFFFF,monoclinic
Ammoniovoltaite,(NH4)2Fe2+5Fe3+3Al(SO4)12(H2O)18,"{""N"": 2.0, ""H"": 44.0, ""Fe"": 8.0, ""Al"": 1.0, ""S"": 12.0, ""O"": 66.0}",1986.762,#556B2F,cubic
Ammoniozippeite,(NH4)2[(UO2)2(SO4)O2]·H2O,"{""N"": 2.0, ""H"": 10.0, ""U"": 2.0, ""O"": 11.0, ""S"": 1.0}",722.203,#FFFFFF,orthorhombic
Amoraite,Ca12Al6(OH)36(CO3)2(SO3)·15H2O,"{""Ca"": 12.0, ""Al"": 6.0, ""O"": 60.0, ""H"": 66.0, ""C"": 2.0, ""S"": 1.0}",1725.378,#FFFFFF,triclinic
Amurselite,(NH4)2(UO2)5(SeO3)3O2(OH)2(H2O)·8H2O,"{""N"": 2.0, ""H"": 28.0, ""U"": 5.0, ""O"": 32.0, ""Se"": 3.0}",1995.269,#FFFFFF,triclinic
Analcime,Na(AlSi2O6)·H2O,"{""Na"": 1.0, ""Al"": 1.0, ""Si"": 2.0, ""O"": 7.0, ""H"": 2.0}",220.151,#FFFFFF,hexagonal
Anandite,BaFe2+3(Si3Fe3+)O10S(OH),"{""Ba"": 1.0, ""Fe"": 4.0, ""Si"": 3.0, ""O"": 11.0, ""S"": 1.0, ""H"": 1.0}",654.022,#556B2F,orthorhombic
Anapaite,Ca2Fe2+(PO4)2·4H2O,"{""Ca"": 2.0, ""Fe"": 1.0, ""P"": 2.0, ""O"": 12.0, ""H"": 8.0}",398.001,#556B2F,triclinic
Anastasenkoite,CaFe2+P2O7,"{""Ca"": 1.0, ""Fe"": 1.0, ""P"": 2.0, ""O"": 7.0}",269.864,#556B2F,triclinic
Anatase,TiO2,"{""Ti"": 1.0, ""O"": 2.0}",79.865,#FFFFFF,tetragonal
Anatolygurbanovite,SrCa2Si3O9,"{""Sr"": 1.0, ""Ca"": 2.0, ""Si"": 3.0, ""O"": 9.0}",396.022,#FFFFFF,triclinic
Ancylite-(Ce),CeSr(CO3)2(OH)·H2O,"{""Ce"": 1.0, ""Sr"": 1.0, ""C"": 2.0, ""O"": 8.0, ""H"": 3.0}",382.778,#FFFFFF,orthorhombic
Ancylite-(La),LaSr(CO3)2(OH)·H2O,"{""La"": 1.0, ""Sr"": 1.0, ""C"": 2.0, ""O"": 8.0, ""H"": 3.0}",381.568,#FFFFFF,orthorhombic
Andalusite,Al2SiO5,"{""Al"": 2.0, ""Si"": 1.0, ""O"": 5.0}",162.044,#FFFFFF,orthorhombic
Andersonite,Na2Ca(UO2)(CO3)3·5-6H2O,"{""Na"": 2.0, ""Ca"": 1.0, ""U"": 1.0, ""O"": 17.0, ""C"": 3.0, ""H"": 12.0}",644.2,#FFFFFF,hexagonal
Andradite,Ca3Fe3+2(SiO4)3,"{""Ca"": 3.0, ""Fe"": 2.0, ""Si"": 3.0, ""O"": 12.0}",508.167,#556B2F,triclinic
Andreadiniite,CuHgAg7Pb7Sb24S48,"{""Cu"": 1.0, ""Hg"": 1.0, ""Ag"": 7.0, ""Pb"": 7.0, ""Sb"": 24.0, ""S"": 48.0}",6930.746,#708090,monoclinic
Andremeyerite,BaFe2+2(Si2O7),"{""Ba"": 1.0, ""Fe"": 2.0, ""Si"": 2.0, ""O"": 7.0}",417.183,#556B2F,orthorhombic
Andreybulakhite,Ni(C2O4)·2H2O,"{""Ni"": 1.0, ""C"": 2.0, ""O"": 6.0, ""H"": 4.0}",182.741,#FFFFFF,monoclinic
Andreyivanovite,FeCrP,"{""Fe"": 1.0, ""Cr"": 1.0, ""P"": 1.0}",138.815,#228B22,orthorhombic
Andrieslombaardite,RhSbS,"{""Rh"": 1.0, ""Sb"": 1.0, ""S"": 1.0}",256.73,#A9A9A9,cubic
Anduoite,RuAs2,"{""Ru"": 1.0, ""As"": 2.0}",250.914,#808080,orthorhombic
Andychristyite,PbCu2+Te6+O5(H2O),"{""Pb"": 1.0, ""Cu"": 1.0, ""Te"": 1.0, ""O"": 6.0, ""H"": 2.0}",496.356,#FFFFFF,triclinic
Andymcdonaldite,Fe2TeO6,"{""Fe"": 2.0, ""Te"": 1.0, ""O"": 6.0}",335.284,#8B4513,tetragonal
Andyrobertsite,KCdCu5(AsO4)4[As(OH)2O2]·2H2O,"{""K"": 1.0, ""Cd"": 1.0, ""Cu"": 5.0, ""As"": 5.0, ""O"": 22.0, ""H"": 6.0}",1201.874,#FFFFFF,monoclinic
Angarfite,NaFe3+5(PO4)4(OH)4·4H2O,"{""Na"": 1.0, ""Fe"": 5.0, ""P"": 4.0, ""O"": 24.0, ""H"": 12.0}",822.183,#556B2F,orthorhombic
Angastonite,CaMgAl2(PO4)2(OH)4·7H2O,"{""Ca"": 1.0, ""Mg"": 1.0, ""Al"": 2.0, ""P"": 2.0, ""O"": 19.0, ""H"": 18.0}",502.42,#FFFFFF,triclinic
Angelaite,Cu2AgPbBiS4,"{""Cu"": 2.0, ""Ag"": 1.0, ""Pb"": 1.0, ""Bi"": 1.0, ""S"": 4.0}",779.382,#708090,orthorhombic
Angelellite,Fe3+4O3(AsO4)2,"{""Fe"": 4.0, ""O"": 11.0, ""As"": 2.0}",549.213,#8B4513,triclinic
Anglesite,Pb(SO4),"{""Pb"": 1.0, ""S"": 1.0, ""O"": 4.0}",303.256,#FFFF00,orthorhombic
Anhydrite,Ca(SO4),"{""Ca"": 1.0, ""S"": 1.0, ""O"": 4.0}",136.134,#FFFF00,orthorhombic
Anhydrokainite,KMg(SO4)Cl,"{""K"": 1.0, ""Mg"": 1.0, ""S"": 1.0, ""O"": 4.0, ""Cl"": 1.0}",194.909,#FFFFFF,hexagonal
Anilite,Cu7S4,"{""Cu"": 7.0, ""S"": 4.0}",573.062,#A9A9A9,orthorhombic
Ankinovichite,NiAl4(V5+O3)2(OH)12·2H2O,"{""Ni"": 1.0, ""Al"": 4.0, ""V"": 2.0, ""O"": 20.0, ""H"": 16.0}",604.613,#FFFFFF,monoclinic
Annabergite,Ni3(AsO4)2·8H2O,"{""Ni"": 3.0, ""As"": 2.0, ""O"": 16.0, ""H"": 16.0}",598.035,#FFFFFF,monoclinic
Annite,KFe2+3(AlSi3O10)(OH)2,"{""K"": 1.0, ""Fe"": 3.0, ""Al"": 1.0, ""Si"": 3.0, ""O"": 12.0, ""H"": 2.0}",511.874,#556B2F,monoclinic
Anorpiment,As2S3,"{""As"": 2.0, ""S"": 3.0}",246.024,#FFD700,triclinic
Anorthite,Ca(Al2Si2O8),"{""Ca"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 8.0}",278.204,#FFFFFF,triclinic
Anorthominasragrite,V4+O(SO4)·5H2O,"{""V"": 1.0, ""O"": 10.0, ""S"": 1.0, ""H"": 10.0}",253.072,#FFFFFF,triclinic
Anorthoroselite,Ca2Co(AsO4)2·2H2O,"{""Ca"": 2.0, ""Co"": 1.0, ""As"": 2.0, ""O"": 10.0, ""H"": 4.0}",452.955,#FFFFFF,triclinic
Anorthoyttrialite-(Y),Y4(SiO4)(Si3O10),"{""Y"": 4.0, ""Si"": 4.0, ""O"": 14.0}",691.95,#FFFFFF,triclinic
Antarcticite,CaCl2·6H2O,"{""Ca"": 1.0, ""Cl"": 2.0, ""H"": 12.0, ""O"": 6.0}",219.068,#FFFFFF,hexagonal
Anthoinite,AlWO3(OH)3,"{""Al"": 1.0, ""W"": 1.0, ""O"": 6.0, ""H"": 3.0}",309.84,#FFFFFF,triclinic
Anthonyite,Cu(OH)2·3H2O,"{""Cu"": 1.0, ""O"": 5.0, ""H"": 8.0}",151.605,#00BFFF,
Antigorite,Mg3Si2O5(OH)4,"{""Mg"": 3.0, ""Si"": 2.0, ""O"": 9.0, ""H"": 4.0}",277.108,#FFFFFF,monoclinic
Antimonselite,Sb2Se3,"{""Sb"": 2.0, ""Se"": 3.0}",480.433,#A9A9A9,orthorhombic
Antimony,Sb,"{""Sb"": 1.0}",121.76,#A9A9A9,tetragonal
Antipinite,KNa3Cu2(C2O4)4,"{""K"": 1.0, ""Na"": 3.0, ""Cu"": 2.0, ""C"": 8.0, ""O"": 16.0}",587.232,#FFFFFF,triclinic
Antipovite,Cu5O2(PO4)2,"{""Cu"": 5.0, ""O"": 10.0, ""P"": 2.0}",539.668,#00BFFF,triclinic
Antlerite,Cu2+3(SO4)(OH)4,"{""Cu"": 3.0, ""S"": 1.0, ""O"": 8.0, ""H"": 4.0}",354.722,#FFFFFF,orthorhombic
Anyuiite,AuPb2,"{""Au"": 1.0, ""Pb"": 2.0}",611.37,#FFD700,tetragonal
Anzaite-(Ce),Ce4Fe2+Ti6O18(OH)2,"{""Ce"": 4.0, ""Fe"": 1.0, ""Ti"": 6.0, ""O"": 20.0, ""H"": 2.0}",1225.523,#556B2F,monoclinic
Apachite,Cu2+9Si10O29·11H2O,"{""Cu"": 9.0, ""Si"": 10.0, ""O"": 40.0, ""H"": 22.0}",1514.9,#FFFFFF,monoclinic
Apexite,NaMg(PO4)·9H2O,"{""Na"": 1.0, ""Mg"": 1.0, ""P"": 1.0, ""O"": 13.0, ""H"": 18.0}",304.4,#FFFFFF,triclinic
Aphthitalite,K3Na(SO4)2,"{""K"": 3.0, ""Na"": 1.0, ""S"": 2.0, ""O"": 8.0}",332.396,#FFFFFF,hexagonal
Aplowite,Co(SO4)·4H2O,"{""Co"": 1.0, ""S"": 1.0, ""O"": 8.0, ""H"": 8.0}",227.049,#FFFFFF,monoclinic
Apuanite,(Fe2+Fe3+2)(Fe3+2Sb3+4)O12S,"{""Fe"": 5.0, ""Sb"": 4.0, ""O"": 12.0, ""S"": 1.0}",990.313,#556B2F,tetragonal
Aradite,BaCa6[(SiO4)(VO4)](VO4)2F,"{""Ba"": 1.0, ""Ca"": 6.0, ""Si"": 1.0, ""O"": 16.0, ""V"": 3.0, ""F"": 1.0}",833.691,#FFFFFF,hexagonal
Aragonite,Ca(CO3),"{""Ca"": 1.0, ""C"": 1.0, ""O"": 3.0}",100.086,#FFFFFF,orthorhombic
Arangasite,Al2(SO4)(PO4)F·9H2O,"{""Al"": 2.0, ""S"": 1.0, ""O"": 17.0, ""P"": 1.0, ""F"": 1.0, ""H"": 18.0}",426.123,#FFFFFF,monoclinic
Aravaipaite,Pb3AlF9·H2O,"{""Pb"": 3.0, ""Al"": 1.0, ""F"": 9.0, ""H"": 2.0, ""O"": 1.0}",837.579,#FFFFFF,monoclinic
Aravaite,Ba2Ca18(SiO4)6(PO4)3(CO3)F3O,"{""Ba"": 2.0, ""Ca"": 18.0, ""Si"": 6.0, ""O"": 40.0, ""P"": 3.0, ""C"": 1.0, ""F"": 3.0}",1966.461,#FFFFFF,hexagonal
Arcanite,K2(SO4),"{""K"": 2.0, ""S"": 1.0, ""O"": 4.0}",174.252,#FFFF00,orthorhombic
Archerite,H2K(PO4),"{""H"": 2.0, ""K"": 1.0, ""P"": 1.0, ""O"": 4.0}",136.084,#FFFFFF,tetragonal
Arctite,(Na5Ca)Ca6Ba(PO4)6F3,"{""Na"": 5.0, ""Ca"": 7.0, ""Ba"": 1.0, ""P"": 6.0, ""O"": 24.0, ""F"": 3.0}",1159.64,#FFFFFF,hexagonal
Arcubisite,Ag6CuBiS4,"{""Ag"": 6.0, ""Cu"": 1.0, ""Bi"": 1.0, ""S"": 4.0}",1047.986,#A9A9A9,
Ardaite,Pb17Sb15S35Cl9,"{""Pb"": 17.0, ""Sb"": 15.0, ""S"": 35.0, ""Cl"": 9.0}",6789.95,#708090,monoclinic
Ardealite,Ca2(PO3OH)(SO4)·4H2O,"{""Ca"": 2.0, ""P"": 1.0, ""O"": 12.0, ""H"": 9.0, ""S"": 1.0}",344.25,#FFFFFF,monoclinic
Arfvedsonite,NaNa2(Fe2+4Fe3+)Si8O22(OH)2,"{""Na"": 3.0, ""Fe"": 5.0, ""Si"": 8.0, ""O"": 24.0, ""H"": 2.0}",958.867,#556B2F,monoclinic
Argentodufrenoysite,Ag3Pb26As35S80,"{""Ag"": 3.0, ""Pb"": 26.0, ""As"": 35.0, ""S"": 80.0}",10897.88,#708090,triclinic
Argentojarosite,AgFe3+3(SO4)2(OH)6,"{""Ag"": 1.0, ""Fe"": 3.0, ""S"": 2.0, ""O"": 14.0, ""H"": 6.0}",569.559,#556B2F,hexagonal
Argentopearceite,[Ag9AgS4][Ag6As2S7],"{""Ag"": 16.0, ""S"": 11.0, ""As"": 2.0}",2228.424,#FFD700,hexagonal
Argentopolybasite,[Ag9AgS4][Ag6Sb2S7],"{""Ag"": 16.0, ""S"": 11.0, ""Sb"": 2.0}",2322.1,#A9A9A9,monoclinic
Argentopyrite,AgFe2S3,"{""Ag"": 1.0, ""Fe"": 2.0, ""S"": 3.0}",315.74,#DAA520,monoclinic
Argentotennantite-(Fe),Ag6(Cu4Fe2)As4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Fe"": 2.0, ""As"": 4.0, ""S"": 13.0}",1729.562,#DAA520,cubic
Argentotetrahedrite-(Cd),Ag6(Cu4Cd2)Sb4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Cd"": 2.0, ""Sb"": 4.0, ""S"": 13.0}",2030.044,#A9A9A9,cubic
Argentotetrahedrite-(Fe),Ag6(Cu4Fe2)Sb4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Fe"": 2.0, ""Sb"": 4.0, ""S"": 13.0}",1916.914,#DAA520,cubic
Argentotetrahedrite-(Hg),Ag6(Cu4Hg2)Sb4S13,"{""Ag"": 6.0, ""Cu"": 4.0, ""Hg"": 2.0, ""Sb"": 4.0, ""S"": 13.0}",2206.404,#A9A9A9,cubic
Argesite,(NH4)7Bi3Cl16,"{""N"": 7.0, ""H"": 28.0, ""Bi"": 3.0, ""Cl"": 16.0}",1320.413,#FFFFFF,hexagonal
Argutite,GeO2,"{""Ge"": 1.0, ""O"": 2.0}",104.628,#FFFFFF,tetragonal
Argyrodite,Ag8GeS6,"{""Ag"": 8.0, ""Ge"": 1.0, ""S"": 6.0}",1127.95,#A9A9A9,orthorhombic
Arhbarite,Cu2Mg(AsO4)(OH)3,"{""Cu"": 2.0, ""Mg"": 1.0, ""As"": 1.0, ""O"": 7.0, ""H"": 3.0}",341.336,#FFFFFF,triclinic
Ariegilatite,BaCa12(SiO4)4(PO4)2F2O,"{""Ba"": 1.0, ""Ca"": 12.0, ""Si"": 4.0, ""O"": 25.0, ""P"": 2.0, ""F"": 2.0}",1230.525,#FFFFFF,hexagonal
Aristarainite,Na2Mg[B6O8(OH)4]2·4H2O,"{""Na"": 2.0, ""Mg"": 1.0, ""B"": 12.0, ""O"": 28.0, ""H"": 16.0}",664.105,#FFFFFF,monoclinic
Armellinoite-(Ce),Ca4Ce4+(AsO4)4·H2O,"{""Ca"": 4.0, ""Ce"": 1.0, ""As"": 4.0, ""O"": 17.0, ""H"": 2.0}",874.119,#FFFFFF,tetragonal
Armenite,BaCa2(Al6Si9)O30·2H2O,"{""Ba"": 1.0, ""Ca"": 2.0, ""Al"": 6.0, ""Si"": 9.0, ""O"": 32.0, ""H"": 4.0}",1148.143,#FFFFFF,orthorhombic
Armstrongite,CaZr(Si6O15)·2H2O,"{""Ca"": 1.0, ""Zr"": 1.0, ""Si"": 6.0, ""O"": 17.0, ""H"": 4.0}",575.827,#FFFFFF,monoclinic
Arrheniusite-(Ce),CaMg[(Ce7Y3)Ca5](SiO4)3(Si3B3O18)(AsO4)(BO3)F11,"{""Ca"": 6.0, ""Mg"": 1.0, ""Ce"": 7.0, ""Y"": 3.0, ""Si"": 6.0, ""O"": 37.0, ""B"": 4.0, ""As"": 1.0, ""F"": 11.0}",2599.944,#FFFFFF,hexagonal
Arrojadite-(BaNa),BaNa3(NaCa)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""Ba"": 1.0, ""Na"": 4.0, ""Ca"": 1.0, ""Fe"": 13.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2196.997,#556B2F,monoclinic
Arrojadite-(KFe),(KNa)Fe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""K"": 1.0, ""Na"": 3.0, ""Fe"": 14.0, ""Ca"": 1.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2131.62,#556B2F,monoclinic
Arrojadite-(KNa),KNa3(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""K"": 1.0, ""Na"": 5.0, ""Ca"": 1.0, ""Fe"": 13.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2121.755,#556B2F,monoclinic
Arrojadite-(PbFe),PbFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""Pb"": 1.0, ""Fe"": 14.0, ""Ca"": 1.0, ""Na"": 2.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2276.732,#556B2F,monoclinic
Arrojadite-(SrFe),SrFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,"{""Sr"": 1.0, ""Fe"": 14.0, ""Ca"": 1.0, ""Na"": 2.0, ""Al"": 1.0, ""P"": 12.0, ""O"": 50.0, ""H"": 3.0}",2157.152,#556B2F,monoclinic
Arsenatrotitanite,NaTi(AsO4)O,"{""Na"": 1.0, ""Ti"": 1.0, ""As"": 1.0, ""O"": 5.0}",225.774,#FFFFFF,monoclinic
Arsenic,As,"{""As"": 1.0}",74.922,#808080,hexagonal
Arseniosiderite,Ca2Fe3+3O2(AsO4)3·3H2O,"{""Ca"": 2.0, ""Fe"": 3.0, ""O"": 17.0, ""As"": 3.0, ""H"": 6.0}",750.488,#556B2F,monoclinic
Arsenocrandallite,CaAl3(AsO4)(AsO3OH)(OH)6,"{""Ca"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 7.0}",501.91,#FFFFFF,hexagonal
Arsenoflorencite-(Ce),CeAl3(AsO4)2(OH)6,"{""Ce"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 6.0}",600.944,#FFFFFF,hexagonal
Arsenoflorencite-(La),LaAl3(AsO4)2(OH)6,"{""La"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 6.0}",599.734,#FFFFFF,hexagonal
Arsenogoldfieldite,Cu6Cu6(As2Te2)S13,"{""Cu"": 12.0, ""As"": 2.0, ""Te"": 2.0, ""S"": 13.0}",1584.376,#FFD700,cubic
Arsenogorceixite,BaAl3(AsO4)(AsO3OH)(OH)6,"{""Ba"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 7.0}",599.162,#FFFFFF,hexagonal
Arsenogoyazite,SrAl3(AsO4)(AsO3OH)(OH)6,"{""Sr"": 1.0, ""Al"": 3.0, ""As"": 2.0, ""O"": 14.0, ""H"": 7.0}",549.452,#FFFFFF,hexagonal
Arsenohauchecornite,Ni18Bi3AsS16,"{""Ni"": 18.0, ""Bi"": 3.0, ""As"": 1.0, ""S"": 16.0}",2271.296,#FFD700,tetragonal
Arsenolamprite,As,"{""As"": 1.0}",74.922,#808080,orthorhombic
Arsenolite,As2O3,"{""As"": 2.0, ""O"": 3.0}",197.841,#808080,cubic
Arsenopalladinite,Pd8As3,"{""Pd"": 8.0, ""As"": 3.0}",1076.126,#808080,triclinic
Arsenopyrite,FeAsS,"{""Fe"": 1.0, ""As"": 1.0, ""S"": 1.0}",162.827,#DAA520,monoclinic
Arsenotucekite,Ni18Sb3AsS16,"{""Ni"": 18.0, ""Sb"": 3.0, ""As"": 1.0, ""S"": 16.0}",2009.636,#FFD700,tetragonal
Arsenoustalecite,Cu6Cu6(As2Te2)Se13,"{""Cu"": 12.0, ""As"": 2.0, ""Te"": 2.0, ""Se"": 13.0}",2194.219,#FFFFFF,cubic
Arsenovanmeersscheite,U(UO2)3(AsO4)2(OH)6·4H2O,"{""U"": 4.0, ""O"": 24.0, ""As"": 2.0, ""H"": 14.0}",1500.052,#FFFFFF,orthorhombic
Arsenowagnerite,Mg2(AsO4)F,"{""Mg"": 2.0, ""As"": 1.0, ""O"": 4.0, ""F"": 1.0}",206.526,#FFFFFF,monoclinic
Arsentsumebite,Pb2Cu(AsO4)(SO4)(OH),"{""Pb"": 2.0, ""Cu"": 1.0, ""As"": 1.0, ""O"": 9.0, ""S"": 1.0, ""H"": 1.0}",729.927,#FFFFFF,monoclinic
Arsenudinaite,NaMg4(AsO4)3,"{""Na"": 1.0, ""Mg"": 4.0, ""As"": 3.0, ""O"": 12.0}",536.964,#FFFFFF,tetragonal
Arsenuranospathite,Al(UO2)2(AsO4)2F·20H2O,"{""Al"": 1.0, ""U"": 2.0, ""O"": 32.0, ""As"": 2.0, ""F"": 1.0, ""H"": 40.0}",1224.172,#FFFFFF,tetragonal
Arsenuranylite,Ca(UO2)4(AsO4)2(OH)4·6H2O,"{""Ca"": 1.0, ""U"": 4.0, ""O"": 26.0, ""As"": 2.0, ""H"": 16.0}",1574.144,#FFFFFF,orthorhombic
Arsiccioite,AgHg2TlAs2S6,"{""Ag"": 1.0, ""Hg"": 2.0, ""Tl"": 1.0, ""As"": 2.0, ""S"": 6.0}",1055.634,#FFD700,tetragonal
Arsmirandite,Na18Cu12Fe3+O8(AsO4)8Cl5,"{""Na"": 18.0, ""Cu"": 12.0, ""Fe"": 1.0, ""O"": 40.0, ""As"": 8.0, ""Cl"": 5.0}",2648.803,#556B2F,monoclinic
Arthurite,CuFe3+2(AsO4)2(OH)2·4H2O,"{""Cu"": 1.0, ""Fe"": 2.0, ""As"": 2.0, ""O"": 14.0, ""H"": 10.0}",559.146,#556B2F,monoclinic
Artinite,Mg2(CO3)(OH)2·3H2O,"{""Mg"": 2.0, ""C"": 1.0, ""O"": 8.0, ""H"": 8.0}",196.677,#FFFFFF,monoclinic
Artroeite,PbAlF3(OH)2,"{""Pb"": 1.0, ""Al"": 1.0, ""F"": 3.0, ""O"": 2.0, ""H"": 2.0}",325.19,#FFFFFF,triclinic
Arupite,Ni3(PO4)2·8H2O,"{""Ni"": 3.0, ""P"": 2.0, ""O"": 16.0, ""H"": 16.0}",510.139,#FFFFFF,monoclinic
Arzamastsevite,K6Al5Si6O20(OH)4Cl,"{""K"": 6.0, ""Al"": 5.0, ""Si"": 6.0, ""O"": 24.0, ""H"": 4.0, ""Cl"": 1.0}",961.466,#FFFFFF,tetragonal
Arzrunite,Pb2Cu4(SO4)(OH)4Cl6·2H2O,"{""Pb"": 2.0, ""Cu"": 4.0, ""S"": 1.0, ""O"": 10.0, ""H"": 8.0, ""Cl"": 6.0}",1081.398,#FFFFFF,
Asagiite,NiCu4(SO4)2(OH)6·6H2O,"{""Ni"": 1.0, ""Cu"": 4.0, ""S"": 2.0, ""O"": 20.0, ""H"": 18.0}",715.121,#FFFFFF,monoclinic
Asbecasite,Ca3TiAs6Be2Si2O20,"{""Ca"": 3.0, ""Ti"": 1.0, ""As"": 6.0, ""Be"": 2.0, ""Si"": 2.0, ""O"": 20.0}",1011.8074,#FFFFFF,hexagonal
Asgruvanite-(Ce),Ce16Ca5Al(SiO4)6(AsO3)8(CO3)2Cl4F3(OH)2,"{""Ce"": 16.0, ""Ca"": 5.0, ""Al"": 1.0, ""Si"": 6.0, ""O"": 56.0, ""As"": 8.0, ""C"": 2.0, ""Cl"": 4.0, ""F"": 3.0, ""H"": 2.0}",4357.954,#FFFFFF,hexagonal
Ashburtonite,HCu4Pb4Si4O12(HCO3)4(OH)4Cl,"{""H"": 9.0, ""Cu"": 4.0, ""Pb"": 4.0, ""Si"": 4.0, ""O"": 28.0, ""C"": 4.0, ""Cl"": 1.0}",1735.862,#FFFFFF,tetragonal
Ashcroftine-(Y),K5Na5Y12Si28O70(OH)2(CO3)8·8H2O,"{""K"": 5.0, ""Na"": 5.0, ""Y"": 12.0, ""Si"": 28.0, ""O"": 104.0, ""H"": 18.0, ""C"": 8.0}",3941.82,#FFFFFF,tetragonal
Asimowite,Fe2SiO4,"{""Fe"": 2.0, ""Si"": 1.0, ""O"": 4.0}",203.771,#8B4513,orthorhombic
Asisite,Pb7SiO8Cl2,"{""Pb"": 7.0, ""Si"": 1.0, ""O"": 8.0, ""Cl"": 2.0}",1677.377,#FFFFFF,tetragonal
Aspidolite,NaMg3(Si3Al)O10(OH)2,"{""Na"": 1.0, ""Mg"": 3.0, ""Si"": 3.0, ""Al"": 1.0, ""O"": 12.0, ""H"": 2.0}",401.146,#FFFFFF,triclinic
Asselbornite,Pb(UO2)4(BiO)3(AsO4)2(OH)7·4H2O,"{""Pb"": 1.0, ""U"": 4.0, ""O"": 30.0, ""Bi"": 3.0, ""As"": 2.0, ""H"": 15.0}",2431.194,#FFFFFF,cubic
Astrophyllite,K2NaFe2+7Ti2(Si4O12)2O2(OH)4F,"{""K"": 2.0, ""Na"": 1.0, ""Fe"": 7.0, ""Ti"": 2.0, ""Si"": 8.0, ""O"": 30.0, ""H"": 4.0, ""F"": 1.0}",1315.515,#556B2F,triclinic
