name,formula,elements,density,color,crystal_system,dna
Spheniscidite,(NH4)Fe3+2(PO4)2(OH)·2H2O,"{""N"": 1.0, ""H"": 9.0, ""Fe"": 2.0, ""P"": 2.0, ""O"": 11.0}",372.72,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Spherocobaltite,Co(CO3),"{""Co"": 1.0, ""C"": 1.0, ""O"": 3.0}",118.94,#4169E1,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Spinel,MgAl2O4,"{""Mg"": 1.0, ""Al"": 2.0, ""O"": 4.0}",142.27,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Spionkopite,Cu39S28,"{""Cu"": 39.0, ""S"": 28.0}",3376.13,#A9A9A9,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Spodumene,LiAlSi2O6,"{""Li"": 1.0, ""Al"": 1.0, ""Si"": 2.0, ""O"": 6.0}",186.1,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Spriggite,Pb3(UO2)6O8(OH)2·3H2O,"{""Pb"": 3.0, ""U"": 6.0, ""O"": 25.0, ""H"": 8.0}",2457.84,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Springcreekite,BaV3+3(PO4)(PO3OH)(OH)6,"{""Ba"": 1.0, ""V"": 3.0, ""P"": 2.0, ""O"": 14.0, ""H"": 7.0}",583.15,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Spurrite,Ca5(SiO4)2(CO3),"{""Ca"": 5.0, ""Si"": 2.0, ""O"": 11.0, ""C"": 1.0}",444.59,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Srebrodolskite,Ca2Fe3+2O5,"{""Ca"": 2.0, ""Fe"": 2.0, ""O"": 5.0}",271.86,#8B4513,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Sreinite,Pb(UO2)4(BiO)3(PO4)2(OH)7·4H2O,"{""Pb"": 1.0, ""U"": 4.0, ""O"": 30.0, ""Bi"": 3.0, ""P"": 2.0, ""H"": 15.0}",2343.32,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Srilankite,TiO2,"{""Ti"": 1.0, ""O"": 2.0}",79.87,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stanevansite,Mg(C2H3O3)2·2H2O,"{""Mg"": 1.0, ""C"": 4.0, ""H"": 10.0, ""O"": 8.0}",210.43,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stanfieldite,Ca4Mg5(PO4)6,"{""Ca"": 4.0, ""Mg"": 5.0, ""P"": 6.0, ""O"": 24.0}",851.69,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stanleyite,V4+O(SO4)·6H2O,"{""V"": 1.0, ""O"": 11.0, ""S"": 1.0, ""H"": 12.0}",271.1,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Starkeyite,Mg(SO4)·4H2O,"{""Mg"": 1.0, ""S"": 1.0, ""O"": 8.0, ""H"": 8.0}",192.43,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Starovaite,KCu5O(VO4)3,"{""K"": 1.0, ""Cu"": 5.0, ""O"": 13.0, ""V"": 3.0}",717.67,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Staurolite,Fe2+2Al9Si4O23(OH),"{""Fe"": 2.0, ""Al"": 9.0, ""Si"": 4.0, ""O"": 24.0, ""H"": 1.0}",851.89,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Steigerite,Al(VO4)·3H2O,"{""Al"": 1.0, ""V"": 1.0, ""O"": 7.0, ""H"": 6.0}",195.97,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Steinhardtite,Al,"{""Al"": 1.0}",26.98,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Steiningerite,Ba2Zr2(Si4O12)O2,"{""Ba"": 2.0, ""Zr"": 2.0, ""Si"": 4.0, ""O"": 14.0}",793.46,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Steklite,KAl(SO4)2,"{""K"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 8.0}",258.2,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stellerite,Ca4(Si28Al8)O72·28H2O,"{""Ca"": 4.0, ""Si"": 28.0, ""Al"": 8.0, ""O"": 100.0, ""H"": 56.0}",2819.13,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stenhuggarite,CaFe3+Sb3+As3+2O7,"{""Ca"": 1.0, ""Fe"": 1.0, ""Sb"": 1.0, ""As"": 2.0, ""O"": 7.0}",479.53,#556B2F,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stenonite,Sr2Al(CO3)F5,"{""Sr"": 2.0, ""Al"": 1.0, ""C"": 1.0, ""O"": 3.0, ""F"": 5.0}",357.23,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stepanovite,NaMgFe3+(C2O4)3·9H2O,"{""Na"": 1.0, ""Mg"": 1.0, ""Fe"": 1.0, ""C"": 6.0, ""O"": 21.0, ""H"": 18.0}",529.35,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stephanite,Ag5SbS4,"{""Ag"": 5.0, ""Sb"": 1.0, ""S"": 4.0}",789.35,#A9A9A9,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stepite,U(AsO3OH)2·4H2O,"{""U"": 1.0, ""As"": 2.0, ""O"": 12.0, ""H"": 10.0}",589.95,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stercorite,(NH4)Na(PO3OH)·4H2O,"{""N"": 1.0, ""H"": 13.0, ""Na"": 1.0, ""P"": 1.0, ""O"": 8.0}",209.07,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Sternbergite,AgFe2S3,"{""Ag"": 1.0, ""Fe"": 2.0, ""S"": 3.0}",315.75,#DAA520,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Steropesite,Tl3BiCl6,"{""Tl"": 3.0, ""Bi"": 1.0, ""Cl"": 6.0}",1034.82,#D2B48C,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stetindite-(Ce),Ce(SiO4),"{""Ce"": 1.0, ""Si"": 1.0, ""O"": 4.0}",232.21,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Steverustite,Pb2+5(OH)5[Cu1+(S6+O3S2-)3](H2O)2,"{""Pb"": 5.0, ""O"": 16.0, ""H"": 9.0, ""Cu"": 1.0, ""S"": 6.0}",1556.98,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stibarsen,SbAs,"{""Sb"": 1.0, ""As"": 1.0}",196.68,#808080,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibiconite,Sb3+Sb5+2O6(OH),"{""Sb"": 3.0, ""O"": 7.0, ""H"": 1.0}",478.29,#A9A9A9,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibioclaudetite,AsSbO3,"{""As"": 1.0, ""Sb"": 1.0, ""O"": 3.0}",244.68,#808080,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibiocolumbite,SbNbO4,"{""Sb"": 1.0, ""Nb"": 1.0, ""O"": 4.0}",278.67,#A9A9A9,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibiogoldfieldite,Cu6Cu6(Sb2Te2)S13,"{""Cu"": 12.0, ""Sb"": 2.0, ""Te"": 2.0, ""S"": 13.0}",1678.1,#A9A9A9,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibiopalladinite,Pd5Sb2,"{""Pd"": 5.0, ""Sb"": 2.0}",775.62,#A9A9A9,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibiotantalite,Sb3+TaO4,"{""Sb"": 1.0, ""Ta"": 1.0, ""O"": 4.0}",366.71,#A9A9A9,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibioustalecite,Cu6Cu6(Sb2Te2)Se13,"{""Cu"": 12.0, ""Sb"": 2.0, ""Te"": 2.0, ""Se"": 13.0}",2287.8,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Stibivanite,Sb3+2V4+O5,"{""Sb"": 2.0, ""V"": 1.0, ""O"": 5.0}",374.46,#A9A9A9,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stibnite,Sb2S3,"{""Sb"": 2.0, ""S"": 3.0}",339.7,#A9A9A9,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stichtite,Mg6Cr2(OH)16(CO3)·4H2O,"{""Mg"": 6.0, ""Cr"": 2.0, ""O"": 23.0, ""H"": 24.0, ""C"": 1.0}",654.06,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stilbite-Ca,NaCa4(Si27Al9)O72·28H2O,"{""Na"": 1.0, ""Ca"": 4.0, ""Si"": 27.0, ""Al"": 9.0, ""O"": 100.0, ""H"": 56.0}",2841.01,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stilbite-Na,Na9(Si27Al9)O72·28H2O,"{""Na"": 9.0, ""Si"": 27.0, ""Al"": 9.0, ""O"": 100.0, ""H"": 56.0}",2864.61,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stillwaterite,Pd8As3,"{""Pd"": 8.0, ""As"": 3.0}",1076.12,#808080,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stillwellite-(Ce),CeBSiO5,"{""Ce"": 1.0, ""B"": 1.0, ""Si"": 1.0, ""O"": 5.0}",259.02,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stillwellite-(La),LaBSiO5,"{""La"": 1.0, ""B"": 1.0, ""Si"": 1.0, ""O"": 5.0}",257.81,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stishovite,SiO2,"{""Si"": 1.0, ""O"": 2.0}",60.09,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stofflerite,CaAl2Si2O8,"{""Ca"": 1.0, ""Al"": 2.0, ""Si"": 2.0, ""O"": 8.0}",278.22,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stoiberite,Cu5O2(VO4)2,"{""Cu"": 5.0, ""O"": 10.0, ""V"": 2.0}",579.63,#00BFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stolperite,AlCu,"{""Al"": 1.0, ""Cu"": 1.0}",90.53,#00BFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stolzite,Pb(WO4),"{""Pb"": 1.0, ""W"": 1.0, ""O"": 4.0}",455.04,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Stoppaniite,Fe3+2Be3Si6O18·H2O,"{""Fe"": 2.0, ""Be"": 3.0, ""Si"": 6.0, ""O"": 19.0, ""H"": 2.0}",613.29,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stottite,Fe2+Ge(OH)6,"{""Fe"": 1.0, ""Ge"": 1.0, ""O"": 6.0, ""H"": 6.0}",230.53,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Stracherite,BaCa6(SiO4)2[(PO4)(CO3)]F,"{""Ba"": 1.0, ""Ca"": 6.0, ""Si"": 2.0, ""O"": 15.0, ""P"": 1.0, ""C"": 1.0, ""F"": 1.0}",735.97,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Strassmannite,Al(UO2)(SO4)2F·16H2O,"{""Al"": 1.0, ""U"": 1.0, ""O"": 26.0, ""S"": 2.0, ""F"": 1.0, ""H"": 32.0}",796.39,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
