name,formula,elements,density,color,crystal_system,dna
Szilagyiite,NaCa3(UO2)(CO3)3(SeO3)F(H2O)6,"{""Na"": 1.0, ""Ca"": 3.0, ""U"": 1.0, ""O"": 20.0, ""C"": 3.0, ""Se"": 1.0, ""F"": 1.0, ""H"": 12.0}",847.35,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Szomolnokite,Fe(SO4)·H2O,"{""Fe"": 1.0, ""S"": 1.0, ""O"": 5.0, ""H"": 2.0}",169.93,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Szymanskiite,Hg16Ni6(CO3)12(OH)12(H3O)8·3H2O,"{""Hg"": 16.0, ""Ni"": 6.0, ""C"": 12.0, ""O"": 59.0, ""H"": 42.0}",4692.04,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tacharanite,Ca12Al2Si18O33(OH)36,"{""Ca"": 12.0, ""Al"": 2.0, ""Si"": 18.0, ""O"": 69.0, ""H"": 36.0}",2180.83,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tachyhydrite,CaMg2Cl6·12H2O,"{""Ca"": 1.0, ""Mg"": 2.0, ""Cl"": 6.0, ""H"": 24.0, ""O"": 12.0}",517.59,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tainiolite,KLiMg2Si4O10F2,"{""K"": 1.0, ""Li"": 1.0, ""Mg"": 2.0, ""Si"": 4.0, ""O"": 10.0, ""F"": 2.0}",405.02,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Takanawaite-(Y),YTaO4,"{""Y"": 1.0, ""Ta"": 1.0, ""O"": 4.0}",333.86,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Takedaite,Ca3B2O6,"{""Ca"": 3.0, ""B"": 2.0, ""O"": 6.0}",237.86,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Takovite,Ni6Al2(OH)16(CO3)·4H2O,"{""Ni"": 6.0, ""Al"": 2.0, ""O"": 23.0, ""H"": 24.0, ""C"": 1.0}",810.3,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Talc,Mg3Si4O10(OH)2,"{""Mg"": 3.0, ""Si"": 4.0, ""O"": 12.0, ""H"": 2.0}",379.31,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Talmessite,Ca2Mg(AsO4)2·2H2O,"{""Ca"": 2.0, ""Mg"": 1.0, ""As"": 2.0, ""O"": 10.0, ""H"": 4.0}",418.34,#FFFFFF,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Talnakhite,Cu9Fe8S16,"{""Cu"": 9.0, ""Fe"": 8.0, ""S"": 16.0}",1531.71,#DAA520,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tamarugite,NaAl(SO4)2·6H2O,"{""Na"": 1.0, ""Al"": 1.0, ""S"": 2.0, ""O"": 14.0, ""H"": 12.0}",350.19,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tamboite,Fe3+3(OH)(H2O)2(SO4)(Te4+O3)3[Te4+O(OH)2](H2O)3,"{""Fe"": 3.0, ""O"": 22.0, ""H"": 13.0, ""S"": 1.0, ""Te"": 4.0}",1075.11,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tamuraite,Ir5Fe10S16,"{""Ir"": 5.0, ""Fe"": 10.0, ""S"": 16.0}",2032.56,#DAA520,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tancaite-(Ce),FeCe(MoO4)3·3H2O,"{""Fe"": 1.0, ""Ce"": 1.0, ""Mo"": 3.0, ""O"": 15.0, ""H"": 6.0}",729.87,#556B2F,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tancoite,LiNa2Al(PO4)(PO3OH)(OH),"{""Li"": 1.0, ""Na"": 2.0, ""Al"": 1.0, ""P"": 2.0, ""O"": 9.0, ""H"": 2.0}",287.86,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tangeite,CaCu(VO4)(OH),"{""Ca"": 1.0, ""Cu"": 1.0, ""V"": 1.0, ""O"": 5.0, ""H"": 1.0}",235.58,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tantalaeschynite-(Ce),Ce(TiTa)O6,"{""Ce"": 1.0, ""Ti"": 1.0, ""Ta"": 1.0, ""O"": 6.0}",464.94,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tantalaeschynite-(Y),Y(TiTa)O6,"{""Y"": 1.0, ""Ti"": 1.0, ""Ta"": 1.0, ""O"": 6.0}",413.73,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tantalcarbide,TaC,"{""Ta"": 1.0, ""C"": 1.0}",192.96,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Tantalite-(Fe),Fe2+Ta2O6,"{""Fe"": 1.0, ""Ta"": 2.0, ""O"": 6.0}",513.75,#8B4513,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tantalite-(Mg),MgTa2O6,"{""Mg"": 1.0, ""Ta"": 2.0, ""O"": 6.0}",482.21,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tanteuxenite-(Y),Y(TaTi)O6,"{""Y"": 1.0, ""Ta"": 1.0, ""Ti"": 1.0, ""O"": 6.0}",413.73,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tantite,Ta2O5,"{""Ta"": 2.0, ""O"": 5.0}",441.9,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tapiaite,Ca5Al2(AsO4)4(OH)4·12H2O,"{""Ca"": 5.0, ""Al"": 2.0, ""As"": 4.0, ""O"": 32.0, ""H"": 28.0}",1094.26,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tapiolite-(Fe),Fe2+Ta2O6,"{""Fe"": 1.0, ""Ta"": 2.0, ""O"": 6.0}",513.75,#8B4513,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Taramite,Na(NaCa)(Mg3Al2)(Si6Al2)O22(OH)2,"{""Na"": 2.0, ""Ca"": 1.0, ""Mg"": 3.0, ""Al"": 4.0, ""Si"": 6.0, ""O"": 24.0, ""H"": 2.0}",821.47,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Taranakite,K3Al5(PO3OH)6(PO4)2·18H2O,"{""K"": 3.0, ""Al"": 5.0, ""P"": 8.0, ""O"": 50.0, ""H"": 42.0}",1342.3,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tarapacaite,K2(CrO4),"{""K"": 2.0, ""Cr"": 1.0, ""O"": 4.0}",194.2,#228B22,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tartarosite,C,"{""C"": 1.0}",12.01,#FFFFFF,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.0}}"
Tarutinoite,Ag3Pb7Bi7S19,"{""Ag"": 3.0, ""Pb"": 7.0, ""Bi"": 7.0, ""S"": 19.0}",3846.01,#708090,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tashelgite,CaMgFe2+Al9O16(OH),"{""Ca"": 1.0, ""Mg"": 1.0, ""Fe"": 1.0, ""Al"": 9.0, ""O"": 17.0, ""H"": 1.0}",636.07,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tassieite,NaCa2Mg3Fe2+2Fe3+(PO4)6·2H2O,"{""Na"": 1.0, ""Ca"": 2.0, ""Mg"": 3.0, ""Fe"": 3.0, ""P"": 6.0, ""O"": 26.0, ""H"": 4.0}",949.48,#556B2F,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tatarinovite,Ca3Al(SO4)[B(OH)4](OH)6·12H2O,"{""Ca"": 3.0, ""Al"": 1.0, ""S"": 1.0, ""O"": 26.0, ""B"": 1.0, ""H"": 34.0}",640.36,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tatarskite,Ca6Mg2(SO4)2(CO3)2(OH)4Cl4·7H2O,"{""Ca"": 6.0, ""Mg"": 2.0, ""S"": 2.0, ""O"": 25.0, ""C"": 2.0, ""H"": 18.0, ""Cl"": 4.0}",937.18,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tausonite,SrTiO3,"{""Sr"": 1.0, ""Ti"": 1.0, ""O"": 3.0}",183.49,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tavagnascoite,Bi4O4(SO4)(OH)2,"{""Bi"": 4.0, ""O"": 10.0, ""S"": 1.0, ""H"": 2.0}",1030.0,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tavorite,LiFe3+(PO4)(OH),"{""Li"": 1.0, ""Fe"": 1.0, ""P"": 1.0, ""O"": 5.0, ""H"": 1.0}",174.77,#556B2F,triclinic,"{""system"": ""triclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Teepleite,Na2B(OH)4Cl,"{""Na"": 2.0, ""B"": 1.0, ""O"": 4.0, ""H"": 4.0, ""Cl"": 1.0}",160.27,#FFFFFF,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Teineite,Cu2+(Te4+O3)·2H2O,"{""Cu"": 1.0, ""Te"": 1.0, ""O"": 5.0, ""H"": 4.0}",275.18,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tellurantimony,Sb2Te3,"{""Sb"": 2.0, ""Te"": 3.0}",626.32,#A9A9A9,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tellurite,TeO2,"{""Te"": 1.0, ""O"": 2.0}",159.6,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tellurium,Te,"{""Te"": 1.0}",127.6,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tellurobismuthite,Bi2Te3,"{""Bi"": 2.0, ""Te"": 3.0}",800.76,#D2B48C,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tellurohauchecornite,Ni9BiTeS8,"{""Ni"": 9.0, ""Bi"": 1.0, ""Te"": 1.0, ""S"": 8.0}",1121.27,#A9A9A9,tetragonal,"{""system"": ""tetragonal"", ""scale"": [1.0, 1.0, 1.4], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Telluromandarinoite,Fe3+2(Te4+O3)3·6H2O,"{""Fe"": 2.0, ""Te"": 3.0, ""O"": 15.0, ""H"": 12.0}",746.6,#556B2F,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Telluronevskite,Bi3TeSe2,"{""Bi"": 3.0, ""Te"": 1.0, ""Se"": 2.0}",912.46,#D2B48C,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Telluropalladinite,Pd9Te4,"{""Pd"": 9.0, ""Te"": 4.0}",1468.18,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Telyushenkoite,CsNa6Be2Al3Si15O39F2,"{""Cs"": 1.0, ""Na"": 6.0, ""Be"": 2.0, ""Al"": 3.0, ""Si"": 15.0, ""O"": 39.0, ""F"": 2.0}",1453.16,#FFFFFF,hexagonal,"{""system"": ""hexagonal"", ""scale"": [1.0, 1.0, 1.6], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Temagamite,Pd3HgTe3,"{""Pd"": 3.0, ""Hg"": 1.0, ""Te"": 3.0}",902.65,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tengchongite,Ca(UO2)6(MoO4OH)2O2(OH)4·9H2O,"{""Ca"": 1.0, ""U"": 6.0, ""O"": 37.0, ""Mo"": 2.0, ""H"": 24.0}",2276.35,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tengerite-(Y),Y2(CO3)3·2-3H2O,"{""Y"": 2.0, ""C"": 3.0, ""O"": 12.0, ""H"": 6.0}",411.9,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tennantite-(Cd),Cu6(Cu4Cd2)As4S13,"{""Cu"": 10.0, ""Cd"": 2.0, ""As"": 4.0, ""S"": 13.0}",1576.78,#FFD700,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tennantite-(Cu),Cu6(Cu4Cu2)As4S13,"{""Cu"": 12.0, ""As"": 4.0, ""S"": 13.0}",1479.06,#FFD700,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tennantite-(Fe),Cu6(Cu4Fe2)As4S13,"{""Cu"": 10.0, ""Fe"": 2.0, ""As"": 4.0, ""S"": 13.0}",1463.66,#DAA520,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tennantite-(Hg),Cu6(Cu4Hg2)As4S13,"{""Cu"": 10.0, ""Hg"": 2.0, ""As"": 4.0, ""S"": 13.0}",1753.14,#FFD700,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tennantite-(Ni),Cu6(Cu4Ni2)As4S13,"{""Cu"": 10.0, ""Ni"": 2.0, ""As"": 4.0, ""S"": 13.0}",1469.34,#FFD700,cubic,"{""system"": ""cubic"", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Tenorite,CuO,"{""Cu"": 1.0, ""O"": 1.0}",79.55,#00BFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 0, ""refraction"": 0.0, ""birefringence"": 0.0}}"
Terlinguacreekite,Hg2+3O2Cl2,"{""Hg"": 3.0, ""O"": 2.0, ""Cl"": 2.0}",704.67,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Terlinguaite,Hg2OCl,"{""Hg"": 2.0, ""O"": 1.0, ""Cl"": 1.0}",452.63,#FFFFFF,monoclinic,"{""system"": ""monoclinic"", ""scale"": [0.7, 1.0, 1.3], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ternesite,Ca5(SiO4)2(SO4),"{""Ca"": 5.0, ""Si"": 2.0, ""O"": 12.0, ""S"": 1.0}",480.64,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Ternovite,MgNb4O11·8-12H2O,"{""Mg"": 1.0, ""Nb"": 4.0, ""O"": 23.0, ""H"": 24.0}",788.14,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Terranovaite,NaCaAl3Si17O40·~8H2O,"{""Na"": 1.0, ""Ca"": 1.0, ""Al"": 3.0, ""Si"": 17.0, ""O"": 48.0, ""H"": 16.0}",1405.67,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Terskite,Na4ZrSi6O16·2H2O,"{""Na"": 4.0, ""Zr"": 1.0, ""Si"": 6.0, ""O"": 18.0, ""H"": 4.0}",643.75,#FFFFFF,orthorhombic,"{""system"": ""orthorhombic"", ""scale"": [0.8, 1.0, 1.2], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
Tertschite,Ca4B10O19·20H2O,"{""Ca"": 4.0, ""B"": 10.0, ""O"": 39.0, ""H"": 40.0}",932.74,#FFFFFF,,"{""system"": """", ""scale"": [1.0, 1.0, 1.0], ""optical"": {""transparent"": 1, ""refraction"": 1.5, ""birefringence"": 0.01}}"
